video_name,valgus_min,valgus_max,valgus_variation,torso_lateral_peak,symmetry_mean,heel_wobble,heel_instability,toe_instability,knee_cave_frames,knee_cave_frac,knee_asym_mean,knee_asym_std,ankle_width_mean,ankle_width_std,hip_shift_max,hip_shift_std,sho_hip_offset_mean,sho_hip_offset_max
29,1.9783529204156252,2.267078068777954,0.0793341993053112,2.4129581451416016,1.3366055583468484,0.7346918810456358,0.4007053176143898,0.794230791036584,0.0,0.0,-1.465813079755283,0.04944202640116,39.35773107740614,0.5615146940906144,3.61246109008789,1.0335720262767474,1.4126653141445584,2.4129581451416016
30,2.067205914806717,2.3668614077652794,0.0985671135941395,1.6327667236328125,1.3407890459830198,0.4739657764483542,0.2806475707498685,0.4958832668965277,0.0,0.0,-1.5488871731447809,0.0612628228427481,39.61572011311849,0.2896354770042448,1.943321228027344,0.6159489482832055,0.7727053430345323,1.6327667236328125
31,1.7599228687887538,1.8994452654446103,0.0361899112935973,2.7298450469970703,1.419313869065592,0.8835583926333114,0.3979549384743786,0.2912886304778729,0.0,0.0,-1.3282368848253456,0.0463901267382423,37.218921449449326,0.2279558066694091,1.521453857421875,0.5204186067986744,1.8569185998704696,2.7298450469970703
33,1.680666904000103,1.904819226528164,0.0661075844038953,5.642299652099609,1.4472716517626747,0.3462027169209127,0.1192583686801238,0.7286457517783518,0.0,0.0,-1.2800059488820097,0.061075180871634,37.1081919140286,0.2036298075853498,2.3137283325195312,0.7810291298358054,4.14453321033054,5.642299652099609
39,1.3795270913723732,1.897261394640773,0.1675252985987658,1.446514129638672,1.5731030719144456,0.6250725811238752,0.6365496926257556,0.9183401056384654,0.0,0.0,-0.8773574847555765,0.039439597378501,34.42549016740587,0.3688176516863168,4.291982650756836,1.219066770201852,0.7229704327053494,1.446514129638672
40,1.905647860314035,2.422900900204769,0.1375184883425023,1.7084121704101562,1.5418337645499895,0.313329770463874,0.4969627044747702,0.3039282029473595,0.0,0.0,-0.972070924570386,0.029265310744637,50.63455051845975,0.2762218554234499,3.0454063415527344,1.0152053898861362,0.92309660381741,1.7084121704101562
42,1.5786210388933506,2.1496984843734506,0.1551459402515968,1.041059494018555,1.4742603391273712,0.4445365778046891,0.3257475068819787,0.3358587246580378,0.0,0.0,-1.0606016431382603,0.0551012545242372,37.55105336507162,0.313356184215171,3.806915283203125,1.1352826484735772,0.3404720624287923,1.041059494018555
44,1.5467370258203983,2.142238111161746,0.1698125401424843,2.170114517211914,1.4981127932101812,1.106801456986758,0.4567566123621969,0.5423263994872354,0.0,0.0,-1.0452634897401187,0.0661009902663997,36.97726673550076,0.4572074326985567,3.786439895629883,0.9619557783060224,0.8064349492390951,2.170114517211914
45,1.5617250479901648,2.3264387081848565,0.1899468159315943,1.0088443756103516,1.4897967935824328,0.728719499906901,0.2403372922380241,0.6477533638172828,0.0,0.0,-1.0660224909022,0.055390343964793,37.18379815419515,0.5279234340892444,3.140859603881836,0.8777484366145898,0.3497645590040419,1.0088443756103516
49,2.252483534265917,2.614718220642989,0.0985008580266329,1.7865371704101562,1.585087213937297,1.190194764205163,0.5500962960689779,0.7016012609795322,0.0,0.0,-1.2189418439664486,0.0380904729907091,38.22992112901476,0.3395119902201271,2.696552276611328,0.8411429658682673,0.9452968173556856,1.7865371704101562
